d430054a-60a8-4d6b-8fb6-1a5b8166aa2c,VellosoOdonto,5527992420239,107357035245928.0,288693593340627.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d434f214-b3c3-453f-b148-a9d86aaf9647,ViddaaOficialApp,551151941234,109065042293773.0,112331818631103.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d4383a2a-a0ea-46d0-abc1-e4ebfd71323c,DreamExpressTeste,5521983873537,123675204153268.0,122554644266412.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d443ad04-a73b-4c79-925e-490fba4aa696,amocrm7a100b656a7841798c96e939de0588cb,51907709606,161793897011452.0,138253752713157.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d44d8cc8-09ce-4187-b8e8-ed2897e6cff0,clinicaderosso,554195466060,154106924445328.0,148775288314206.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d452a153-551f-4ead-b90e-cb71d09fdf59,GrupoStock1742,551127381742,147246405133289.0,128438400359561.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d465358e-1354-4c07-b1c2-160a902207ce,Atoba2226250949,552226250949,101755269249700.0,102345605855010.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d46c72ed-e68a-4e05-bef7-6d367033d07a,B2YouBR,5527996706657,1356237428131378.0,135896319618016.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d4841fac-4192-4fd4-be30-143e2ab87c14,CresciePerdiLapa64f71b0839134e50d8f3a0cf,5511913762890,115788898289529.0,123680540825875.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d485cf53-253b-4748-914b-6eacc3d6aee9,TALLOS1772,558599871772,114606781677039.0,113625758442607.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d487e489-b9c8-44f1-a7f1-66d0b3762e40,integraninjacomercial,558194230688,172820992574835.0,147775141761043.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d489d7a1-097e-4364-a461-ad101cb1bda6,RoboWhatsapp,5521969352189,103079956080395.0,106146595770569.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d48a4a8d-d4dd-4001-8acf-e10c01451c67,MultiversoMidia2593,5511915732593,221703074348619.0,230853883440127.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d48e2dfa-aa42-44b3-808d-98398692d68a,Clicb15344534Teleinfo2000,557332888950,129900940008700.0,130230086649992.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d491eba3-195d-40bd-b8ad-6ccea51df7dc,PIPOCOPOSTESTE,5516996277950,151813071342456.0,141850729010508.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d4aa86e7-8dd3-4cb8-9b35-47d17da18902,aracajuvestmed,557999394805,119271544478623.0,107290689023954.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d4ac1f34-1a9b-4193-b90c-82c580009845,DEVCereal,556430518502,132873353248442.0,158371654014740.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d4b2dc6e-7ea6-443e-95c4-a9935636bf08,Wabagh,5216624499215,112850018357434.0,100768056249416.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d4bd7001-ec59-4bf2-8c7c-b160fd525a3c,GrupoCDG4,551930036274,105347402597789.0,155435680986828.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'ALwn7KVcedMqv1OPOT5Ux5J', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
d4be3ca1-0f6b-427c-952b-8f6fbe1db27e,ASSOCIACAOHOSPITALAR,554732052957,102233699421820.0,114382344856639.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d4bef84d-ea7a-42fb-985a-947b32b00f41,Clicb11903583SVZSociedadedeAdvogados,553534091320,100106926212322.0,109866298550679.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d4d9b013-978d-4927-aa89-450244016942,ELOBOTIFLORESMEL5511934370995,5511934370995,157508774106521.0,140453442487909.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d4e2478b-fce9-4387-90a9-6175540ce072,APILinkVox,551141188880,103007202773237.0,107212825680799.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d4eefccd-724c-4176-984a-32e00a0391ee,AliraTeste,5511914669080,169320129609356.0,246622531861949.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d4f73281-18fb-4af5-a569-659b19eacecf,Gerencia,552130343030,101343632950111.0,101079769643382.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d5475ac5-f249-4af1-b978-1205e82c33f3,Clicb7604642GrupoCezario,556784432330,420762256268746.0,240352911261494.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d547bae4-ea57-4f7a-9520-4b5bcdab51d9,ELOCIBOTI5541992574070,554192574070,106471159074777.0,109753935412489.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d552cc1f-2442-4574-b22f-d7dadb690717,FORTUNECONSULTORIA,5521998814426,196775913521384.0,201188849744159.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d55fbeb3-b88c-49be-ba9a-27d7f57bc2de,9037PousadadosGolfinhos,554888802630,106427059165028.0,111836001947928.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d56730c0-1d78-4588-b0d4-e3f9e07aa40e,11423ParatyHotelFazendaSpa,5515997515733,108320375514592.0,107270918965434.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d575affc-fade-43fa-aa69-cad4bf90a97d,PinheiroNovo,558591350746,2163286733820824.0,502552601472344.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d57c0a68-2c30-47d2-9ee1-e94490d41494,WTIDENTALUSA,18582151542,169914662872989.0,175859362277633.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d59f64cc-da92-4c60-ba2e-e1a3e8af28e9,Meuvital,5515988215944,252262414627964.0,208148559055985.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d5a0f0e2-bfd2-4cca-82b4-24893e37d484,AutoescolaSinalVerde65035c9f4f45a65fb03a1cff,5516994005222,125539413976826.0,129604430233550.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d5aebf20-2429-40cd-9abf-135d0ffb266d,amocrm2f05020de7f641d5afc573639d5c3d82,573207596337,148815714974505.0,134499973082830.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d5b1d52a-8262-4507-8fbc-652944178366,TerosFinance,5511976432860,107656988787489.0,105454395678060.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d5b8d615-79a6-49b2-8f41-4aab43902a45,Musixe,5516992819582,104132499184791.0,103027235966072.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d5bd7ed7-13b3-4b29-b740-0652f571266b,InstitutoFlordaVida63373313a657b65b2f421462,555196518172,109195575299720.0,110338641851072.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d5c252d2-164f-47c2-99b4-89d03a88ba2b,Apptech,13472748882,188742230988590.0,175542328981103.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d5c4cb67-1804-4e6b-a432-f65b32fb847a,CliCb7647780DoutorLaudos,558521805486,2714243208881620.0,958511661366741.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d5f63666-1908-4e83-b46e-61ca1c4fb19b,EXECUTIVECMBIO655f3b12fb31f7192a5e8bd3,555196983422,163504926853092.0,160798367124169.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d5ffcc17-89cf-4286-a700-e9f3fa5254d4,WhatsPetControl,555140428660,111662918477880.0,114555141518063.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d60b3bb7-1a02-4f38-b85c-abf05e6ae3a7,JHSFRealEstate2,551137022108,193563377165825.0,257668927421521.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d612b4f7-ce1c-4c68-9d2f-db75d86c83cb,mrTucanHotel,50493439050,237114726153036.0,249971921528550.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d6146b8f-fae7-4c1b-b5a1-04b22b6d58bf,Clicb12905270Assistec,553388488458,107657018840111.0,107838075492089.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d61d5341-b089-4350-b934-57b389416d8d,WhatsPacto,556281677659,100119252913826.0,105275829056262.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d62947f7-7121-4689-b6bd-8d88d58078f4,PROAKtechLeroyMerlin,5512982431265,101622082937937.0,106664509098862.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'AQ-Yo3crqv0pXKTrB3QF63y', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
d6321924-bd9e-4c07-8c82-ee830cf9ab2c,move1557,554187771557,185181791351821.0,177840875419181.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d636485b-40b7-4940-a7a7-7d4825008647,OticaSantesOfc,551151946915,173339455855658.0,158420877363002.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d6370bc1-513e-429c-8482-8ea0307c0eb4,MartaCerutti79,556634014979,117857507874417.0,106004082406450.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d63bfc3f-bc46-4519-87bf-15c323434853,Zeus9468,558592689468,175686855626413.0,155589674312830.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d64e5165-d924-4de6-b96b-74020dc751ca,MaisQOnda,5511940068293,100669519430380.0,106934155458926.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d64e82c5-81f4-45a7-87c4-e45e86264483,ABCN01654d1648ba58cc2b936502e3,551148633651,110985882044497.0,175048039019034.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d65a2408-b665-40d7-8819-50dff2c22937,SWINT3873,5511917243873,421220013111466.0,243560542170148.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d67c9919-881d-4fdf-a68e-153d27eaed65,clicb24973002brasilenergy,558584499862,232872356568622.0,240500359138309.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d67cf9ba-7f71-46d1-86a7-edc1344cfdaf,HCOSTA004,551147371083,117375694795900.0,172054275988706.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d680e6e9-9e8c-46ed-8b7a-7ac3a1dde4e3,GFAdvocacia1736331177,551736331177,101985276006525.0,100907099450145.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d69c76ea-8b03-4b01-bcca-29e0f0f063bb,larnossavida,554132060826,191005380770028.0,199713899897646.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d69d68df-be24-4230-971b-4a1b7addc464,TesteMasterClinica,5521981724822,111405328727460.0,116044464926469.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d6ccabb2-ab22-46ea-a0e9-deb017373dff,Marcos5121016849,555121016849,100635552990876.0,120012151040473.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d6d66c29-e863-4388-95fd-db6e8cdb4206,5577999996647,557799996647,126097613929475.0,167367099786636.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d6e9c5e3-e716-4259-beb7-36d04a14096a,Clicb13166071DrRuyMendonca,558581710630,102380846073410.0,102793782697620.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d6ff537f-1b14-4725-a2c5-790b64d5def9,ConceptBMGEuVendoSeg,558007495555,106310899167974.0,105696772594137.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d735b008-9a3f-4029-a3e4-24390ec9941b,Clicb7850706PartMed,558521809637,3313795682181299.0,1079787622760825.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d7365973-99b6-4ec2-b085-f27dfd3efd33,ABLExtrema,553534355494,106345719109050.0,113928595081773.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d740b2be-29a0-4e43-bdc8-bc9bee3cfcf7,Suporte663bb9ab1810a41fe5eb0826,5511996600079,332789149908513.0,311273582068054.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d746daa1-1dd5-4a94-8336-24ba98cfe11b,PopeyesApp2,551140039203,123108787547082.0,189072600958699.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d7495a2a-b461-4782-a8dd-9ea68d7cd699,Dermomed4871,551126004871,1.22093502998019e+17,1.22100091880007e+17,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d74dc6d0-c683-44fa-93a0-b2946ace02ce,MFTacademyTeste,553172392443,184894318030658.0,189821644205594.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d75531ba-24f8-4627-aea2-606027a4d43f,Clicb8153657Inna,558521805738,2246035645537735.0,1055507481934631.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'ADLcgNNXlOVVXQFtohmcFXy', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
d7556056-fb29-4066-9993-d7023ce8addd,Suporte5663bdbc41810a41fe5893c3d,5511930181663,332789149908513.0,322413267617351.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d7bc0c30-e353-4b47-9b38-c0e11ccee97c,suri0dev0teste3,15077880053,112716491766865.0,136889566169732.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d7ddbe35-5b79-4913-96c6-e0c083408c36,SemEtiquetaPetropolis,558487544799,112804688483742.0,118076157957827.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d7ed0ede-e8c2-406c-a1fb-3985ca85c9f7,POC553121204040,553121204040,230776413444585.0,211675255365754.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d8121464-370f-454e-bb53-8d06fec8f85c,SHOPTELHASDISTRIBUIDORA4026,5519991754026,202719572914392.0,168616483009672.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d828f020-420d-43c5-af63-98e3f44d24de,weonprojetosdigitais3,554130751379,368845526301408.0,350013168186651.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d838d66f-420d-4c87-a393-6eab02cd29f2,EADTRAN3417,554599213417,117321604791049.0,116696271520899.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d83c6956-240d-4880-8dd4-a5eaa32048de,Clicb11247681CastroePinheiroAdvocacia,5511947366012,100247019462873.0,106882242124017.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d84664e2-5dd4-4f88-8ae1-a730b03820c8,abc2803,558431902803,230539770136403.0,222010524328375.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d8472105-0ed1-4928-8324-b671e5908312,recantoDoTeixeira,5511914166380,167769479755848.0,191793390675425.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d856b4e6-102f-4991-af73-d3000c2a2ea2,treinamento14,18077702204,247803371749773.0,199241473281860.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d87a467d-12bf-4ed1-a986-fd7b2d7396e0,EVOGARD,558597340112,304753109392768.0,328398233684390.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d87aeaf5-03a8-418f-a48c-4c18f0d2e586,Forza2023,5511942592023,258669663994317.0,257179587479443.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d89578fb-1dca-4700-ad9f-87a76ccab63d,Wingard,5511975438498,107053119030957.0,111395141925017.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'AR9JR47BJpGfbOSHW9R8P7Y', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
d898f14e-15e7-49bb-8544-530c21958887,GTORH6548ed1be06b89267d2a5821,551142101800,172535612603862.0,178776691976661.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d8c3e58a-b98e-4cf7-9dfd-9ff7d29de474,12675206101,12675206101,203989629460035.0,319819057879632.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d8cabda2-f196-42b0-a9eb-855dce664098,18172038017,18172038017,161755770360852.0,181537205045859.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d8ccc91e-5c78-46b6-9932-8370e004660c,Clicb10280991ExtraFarmaDDD45,554540047474,158459020684186.0,174358062418672.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d8e88399-1a7a-4a05-b8cf-15ad10792353,PURITEC,553183757379,108791922101956.0,103417412646143.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d8f57377-3933-4483-8157-3431553e4068,manzanilloLosCabos,5213141578986,326170737236351.0,313700631826403.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d8ff7965-3dca-4d38-ba79-2537ef89e38d,8982HotelConcord,556733212999,104949899076159.0,113823048178310.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d90a589f-0549-4ea1-9b84-0e71f78ac8d3,amocrm712d6d111b3f4776a994aef0a5825c48,558005917608,144535798742031.0,156866260837199.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d924f708-b01b-418b-bdd2-01db3f75648f,ePHOS9000,5515981459000,103226376100136.0,115822621493392.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d93fb578-ba7e-4a37-b53f-50af3a3526e9,amocrmee664f8ac68144f98dfafa1dd0ba440b,51957162331,137285139471711.0,160220317164985.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d97bc6fe-5074-4aba-8064-b34c849bd6b5,GStrada,558491242945,125826493947524.0,139353469251631.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d9850109-369d-4740-ab7d-9253b7277a27,CorisAssistenciaApp2,5511997425892,110084082145160.0,117333828080165.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'A8s_J3uYc9mO1wo-tJy5JCt', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
d99e9171-9aa6-4a1f-a0b3-35fd861bc5e2,l2b0186,554797513724,164750640050515.0,167896769734014.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d9a00583-a3cc-4eba-85a6-2af9486ebf02,Disape,553484443661,105039645783168.0,109248572022028.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d9aee79c-d6b4-49ec-8670-31cc6d8d1be8,ON7IMPORTS654ef5da7e40598c14c04e18,556392694564,166433333220316.0,159374923930095.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d9b98286-d575-4014-b063-d44130cb98ce,Pasch14981374892,5514981374892,315354711653894.0,316542461533358.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d9c054fd-d96f-4e1f-ac76-a372737ca9cb,amocrm99d3ba54de8748139f79414581511d0a,18297884321,139147702604712.0,137799086072343.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d9d3fbfc-9913-4f49-8301-7cf81151c347,ImobEF,558130594699,109237632222738.0,100277193129196.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
d9e65bc7-816c-46a5-b86b-0767de78dba5,PASCHOALOTTO002,551121230946,175835982286473.0,144394995433380.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
d9e86c28-0ee0-4dfe-8b85-cdfa7f29846f,MacedoIsrael,557481176131,103325752873409.0,146409771884563.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da00e7e6-15b8-4dd9-a2fb-72b98625b920,OralSinSantoAmaro,5511941409154,710974716538416.0,631677814674023.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da106203-0ec0-48fc-92b1-593f4e7e3fe3,ParquePalmeiras,559132777000,153772904492578.0,158484827352737.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
da12e0a8-41de-444e-acce-2c634f11b596,amocrm3c56290d0051412cae94a64a5270e69a,5514998205949,155404810989143.0,143790815491748.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
da2af19f-8258-49c1-9700-444ca2fbb6df,amocrm50d20f26be3d4496824cfb4ba5d02c6d,553198936502,104244589430848.0,105090996011706.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
da2f2cda-fa17-423a-a470-c2a05f24d7f6,scartezini7069,558494097069,153987637794051.0,143538585511939.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da2f8df0-5b0c-45db-887e-50d986882978,Cigam5130658879,555130658879,113973785066554.0,105285495948453.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da306c4d-8819-41c7-9fe6-4a834caa5a26,Meganti7823,5511916187823,204008056132451.0,218678037992780.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
da3f9378-ad7b-472e-bcd5-6cc1125760d0,Clicb10280991ExtraFarmaDDD43,554340047474,158459020684186.0,148239561711664.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da442ac2-1cd7-42ae-9526-ce853d428116,amocrm1ff540e8ecfe467998060ba02bd24081,553171073931,146281818574239.0,171461816041897.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
da6883bc-d739-458d-9cb7-2ffb3c68076b,EscolaEfeitoEmpreendedor63653ceb0448ae6223bb3883,5513978106247,100223792901919.0,112928738291996.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'A7YaRrxwHo7iSUW7rthZYcB', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
da94467a-df41-4f7f-8f2c-f5e42cd421ab,leads2bsandbox,554188002401,115118488188970.0,114296761605866.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da948fd8-54ab-4ad6-a75c-6eb509d85545,Clicb19734332EliteDigital,556181806580,123727210817829.0,121944024331625.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
da95323f-2c63-40b0-a42d-90c165f84c5d,prognum,5521981566742,159568360579212.0,150908671446758.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
daa47247-0b28-47f5-99f8-65e3d80de9d5,Lisi5121016873,555121016873,102348492818741.0,120393437629630.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
daa6e8dd-4021-4ec8-a39e-c8642698d089,TessTech,555481141220,162359136963613.0,169571842903436.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
dab2e70b-94a3-467d-a59c-76789a6e2da7,CliCb7980865HiperContabil,558521805447,885953868788912.0,601009351184901.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'A3qSsogxB9bUbft65kYF-aL', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
dab6d384-9001-442f-9aa5-cc9b59e310d4,artecompimenta2235,5524992392235,157202847475984.0,171198789401291.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
dac3e6fe-0064-4b8b-ba83-c3e71873e19a,Clicb13471560Flemes,553499919344,109197192065114.0,101147712882365.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
db0126b5-3fb7-4444-933a-b27b78bccde1,Clicb11797780JESAdvocacia,5511987744537,101073686099716.0,100145849524740.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
db3f3fdf-e2c3-4036-a26c-3bb30f9ef218,Triumphh,556733110606,110375048510293.0,109393941998027.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
db4b7307-00a5-4486-b929-188b1cb27494,amocrm1b5025226ff44fce940a9089acb742e1,5511959651549,143298198863158.0,144691902055227.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
db50be14-fad2-4301-b550-64753d1e4edb,1974889050,5511974889050,374847300643978.0,664137894918775.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
db5771f0-bd59-45d3-a2c0-fbba52cba062,amocrmb9c8198b3af34bf1809e9b8392b0d5d6,573195040433,135790379617347.0,137950709405245.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
db5dac63-0e95-4677-9ed6-9322e309f10d,i9interNet,558287467944,111770442008663.0,104902876041462.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
